query_id,query,pool_rank,doc_id,title,snippet,source_modes,best_rank,rank_baseline,rank_ltr,rank_adaptive,rank_hybrid,rank_cross_encoder,previous_label,manual_label,notes
38,how long do,4,44339,how long do killer whales live,How long do killer whales live? How do they die? Killer whales have no natural predators (they are the top predators of the oceans) and can live to about 50-80 years old. Killer whales have been hunted by humans but not with enthusiasm as it takes 21 killer whales to produce the same amount of oil as 1 sperm whale. How do killer whales have their young?...,"baseline,ltr,adaptive,hybrid,cross_encoder",2,2,6,2,7,10,,1,
38,how long do,5,83529,how long do periods last,"On an average a period lasts between 3 to 5 days. It is normal for a girl to have irregular periods in the beginning. During this time, the duration of her periods may vary from as short as 2 days to as long as 7 days. It can take up to a year for periods to become regular.",cross_encoder,2,,,,,2,,1,
38,how long do,6,22210,how long do hens usually live,"These high production breeds are still probably laying four or five eggs per week--in other words, they lay more than many popular backyard breeds do, even at the peak of their laying. To read about how long hens lay eggs, please read the related topics below. Naturally, this will depend on the conditions under which they're kept. Pet chickens that are properly cared for can live a relatively long time--longer than dogs, sometimes....","ltr,hybrid",3,,3,,6,,,1,
38,how long do,7,47807,how long do mammograms take,"5. Standard diagnostic mammography takes between 10-15 minutes. Sometimes extra views are performed which take longer. If you have breast implants, the mammography will take longer (approximately 30 minutes) because it takes more time to make sure clear images are taken.",cross_encoder,3,,,,,3,,1,
38,how long do,8,60213,how long do bassets live,"While it's impossible to predict how long an individual Basset Hound will live, the expected life span for a well-bred and well-cared-for Basset Hound is 10 to 14 years with an average of 12 years. The care that a dog receives throughout its life can have a major impact on how long it lives.","ltr,hybrid",3,,4,,3,,,1,
38,how long do,9,65213,how long do pain pills last,"Health related question in topics Medicine Treatment .We found some answers as below for this question How long do pain pills last,you can compare them. It depends on the specific pain medication. They can last 4 hours. Hey there, Its different for every person. Can I suggest that you go to the website http://www.heroin-detox.com There is a message board on there about quitting pain pills. There is so much information on that site. Spend some time on it re...","baseline,adaptive",3,3,,3,,,,1,
38,how long do,10,44703,how long do miniature horses live,"How long do miniature horses live? 18 to 25 years is an average life span for a mini horse. Mini horses can easily live to see 30 with proper care, and usually outlive their larger cousins. And a few have even seen 40. 12 to 14 years is the expected life span of a miniature poodle. I know that there are exceptions to every rule, but I have a miniature poodle (22 pounds) that is 17 years old … and still getting on quite well.","baseline,adaptive,cross_encoder",4,4,,4,,5,,1,
38,how long do,11,56405,how long does autistic person live,The average number of years an autistic person is expected to live is about 78 years old. Autism is not a life threatening disease and it is not a disease to start with on its own. [ Source: http://www.chacha.com/question/how-long-do-autistic-people-live ]. More Answers to How long do autistic people live .,cross_encoder,4,,,,,4,,1,
38,how long do,12,89639,how long do dehumidifiers last,"How long a dehumidifier lasts is a question that is often asked by potential buyers, and with good reason. If you've ever owned a dehumidifier or have friends or family that have bought dehumidifiers, there's a good chance you've heard a few stories of dehumidifiers breaking down all the time. A good quality dehumidifier lifespan would be around 5-15 years +. Another important thing to look out for is a good quality warranty....","ltr,hybrid",4,,5,,4,,,1,
38,how long do,13,26414,how long do orcas live,at least 151 orcas have been taken into captivity from the wild since 1961 including pascuala and morgan 127 of these orcas are now dead in the wild male orcas live to an average of 30 years maximum 50 60 years and 46 years for females maximum 80 90 years,"baseline,adaptive",5,5,,5,,,,1,
38,how long do,14,25208,how long do eggplants last,"Eggplants do not store well for long periods of time. Without refrigeration, eggplants can be stored in a cool, dry place for 1 or 2 days. If you don't intend to eat the eggplant within 2 days, it should be refrigerated. Eggplant can be baked, roasted in the oven, or steamed. If baking it whole, pierce the eggplant several times with a fork to make small holes for the steam to escape. Bake at 350 degrees Fahrenheit (about 177 degrees Celsius) for 15 to 25 minutes, depending upon size.","baseline,adaptive",6,6,,6,,,,1,
38,how long do,15,44378,how long do colds last,"Cold symptoms can last up to two weeks, but most people recover after a week to 10 days. If your symptoms persist, call your doctor. You may be suffering from allergies, not a cold. If you have a high fever, severe sinus pain or a cough that produces mucus, you may have a more serious illness. A Honor Society of Nursing (STTI) answered. Symptoms usually start two to three days after you've been infected, and colds can last for up to two weeks....",cross_encoder,6,,,,,6,,1,
38,how long do,16,29318,how long do trout live,"Trout can live for about seven years. Most trout are born, grow up, lay eggs and die in lakes or streams. Some trout, though, become very large migratory fish and travel more in their seven years than some people do in a lifetime.","baseline,adaptive",7,7,,7,,,,1,
38,how long do,17,72721,how long do lobsters live,"Lobsters may eat other lobsters in captivity, but this has not been observed in the wild. It takes an American lobster 6-7 years to get to an edible size, but that is just the beginning. Lobsters are long-lived animals, and are thought to be capable of living over 100 years.","ltr,hybrid",7,,7,,8,,,1,
38,how long do,18,96057,how long do mealworms live,"Answered by The Community. Making the world better, one answer at a time. I read that they live for about 5-10 days, but I have had mine for a month now.I put the bedding in a separate container and had lots of meal worms. but the adults haven't died yet.",cross_encoder,7,,,,,7,,1,
38,how long do,19,26875,how long do canaries live,"Canary Life Expectancy. While the average life expectancy of a domestic canary is between 9 and 10 years, individual birds might live up to 15 years. In the wild, canaries might live even longer, if they escape predators and have a good food supply. To ensure your canary lives as long as possible, feed him a high-quality commercial canary seed and make sure your pet always has fresh, clean water available....","baseline,adaptive",8,8,,8,,,,1,
38,how long do,20,20495,how long do kittens nurse,Kittens will nurse on the mother cat or a bottle with kitten milk replacer for five to 10 minutes or until they are full. Newborn kittens will generally nurse until they are four weeks old. Learn more about nursing kittens from a veterinarian in this free video on kitten care.,"baseline,adaptive",9,9,,9,,,0,1,
38,how long do,21,29623,how long do fresh eggs keep,"Various answers by our contributors: Eggs last about 4-5 weeks in your refrigerator. If you don't know how long the egg has been in the refrigerator, fill a cup with water (enough to cover the egg), and put the egg in the cup. If the egg sinks to the bottom, it is still good to eat, but if the egg floats, it is bad and should be discarded. 1 Therefore, unless you are not expecting to keep the eggs for very long, you should not put them in water....","ltr,hybrid",9,,9,,9,,,1,
38,how long do,22,55611,how long do colds incubate,"A cold is an upper respiratory infection caused by a virus called rhinovirus. The common cold incubation period varies greatly from one person to the next. Symptoms can appear in just a few hours or as long as 10 days after exposure. The average incubation period is one to three days. Medications do not affect the incubation of a cold, nor do they eradicate it unless it is accompanied by a bacterial infection.",cross_encoder,9,,,,,9,,1,
38,how long do,23,30140,how long do adders grow,"Physical Description. Adders begin life approximately 16-18 cm long and can grow as long as 80 cm. The mass of male adders generally ranges from 50 to 70 grams, while the mass of females ranges from 80 to 100 grams. Mature adders may be a variety of colors.","baseline,adaptive",10,10,,10,,,,1,
